Date,BABA,FB
2020-03-17,184.80999755859375,149.4199981689453
2020-03-18,180.0,146.9600067138672
2020-03-19,180.8800048828125,153.1300048828125
2020-03-20,181.3000030517578,149.72999572753906
2020-03-23,176.33999633789062,148.10000610351562
2020-03-24,185.75,160.97999572753906
2020-03-25,188.55999755859375,156.2100067138672
2020-03-26,195.32000732421875,163.33999633789062
2020-03-27,188.58999633789062,156.7899932861328
2020-03-30,191.27000427246094,165.9499969482422
2020-03-31,194.47999572753906,166.8000030517578
2020-04-01,187.55999755859375,159.60000610351562
2020-04-02,188.89999389648438,158.19000244140625
2020-04-03,187.11000061035156,154.17999267578125
2020-04-06,196.4499969482422,165.5500030517578
2020-04-07,198.0,168.8300018310547
2020-04-08,195.97999572753906,174.27999877929688
2020-04-09,196.3699951171875,175.19000244140625
2020-04-13,199.44000244140625,174.7899932861328
2020-04-14,204.77999877929688,178.1699981689453
2020-04-15,208.1699981689453,176.97000122070312
2020-04-16,212.66000366210938,176.25
2020-04-17,209.5,179.24000549316406
2020-04-20,212.1300048828125,178.24000549316406
2020-04-21,207.33999633789062,170.8000030517578
2020-04-22,209.9600067138672,182.27999877929688
2020-04-23,205.24000549316406,185.1300048828125
2020-04-24,204.36000061035156,190.07000732421875
2020-04-27,203.69000244140625,187.5
2020-04-28,201.14999389648438,182.91000366210938
2020-04-29,206.6999969482422,194.19000244140625
2020-04-30,202.6699981689453,204.7100067138672
2020-05-01,194.47999572753906,202.27000427246094
2020-05-04,191.14999389648438,205.25999450683594
2020-05-05,195.02000427246094,207.07000732421875
2020-05-06,195.1699981689453,208.47000122070312
2020-05-07,196.49000549316406,211.25999450683594
2020-05-08,201.19000244140625,212.35000610351562
2020-05-11,205.39999389648438,213.17999267578125
2020-05-12,200.30999755859375,210.10000610351562
2020-05-13,199.4600067138672,205.10000610351562
2020-05-14,201.3000030517578,206.80999755859375
2020-05-15,203.67999267578125,210.8800048828125
2020-05-18,215.27999877929688,213.19000244140625
2020-05-19,217.1999969482422,216.8800048828125
2020-05-20,216.7899932861328,229.97000122070312
2020-05-21,212.16000366210938,231.38999938964844
2020-05-22,199.6999969482422,234.91000366210938
2020-05-26,201.72000122070312,232.1999969482422
2020-05-27,201.17999267578125,229.13999938964844
2020-05-28,199.49000549316406,225.4600067138672
2020-05-29,207.38999938964844,225.08999633789062
2020-06-01,206.57000732421875,231.91000366210938
2020-06-02,214.3300018310547,232.72000122070312
2020-06-03,218.61000061035156,230.16000366210938
2020-06-04,218.0399932861328,226.2899932861328
2020-06-05,219.5500030517578,230.77000427246094
2020-06-08,219.0,231.39999389648438
2020-06-09,220.72000122070312,238.6699981689453
2020-06-10,223.67999267578125,236.72999572753906
2020-06-11,215.24000549316406,224.42999267578125
2020-06-12,217.63999938964844,228.5800018310547
2020-06-15,217.02999877929688,232.5
2020-06-16,222.6199951171875,235.64999389648438
2020-06-17,224.25,235.52999877929688
2020-06-18,223.5399932861328,235.94000244140625
2020-06-19,220.63999938964844,238.7899932861328
2020-06-22,221.41000366210938,239.22000122070312
2020-06-23,228.75,242.24000549316406
2020-06-24,226.22000122070312,234.02000427246094
2020-06-25,222.16000366210938,235.67999267578125
2020-06-26,215.7100067138672,216.0800018310547
2020-06-29,215.02000427246094,220.63999938964844
2020-06-30,215.6999969482422,227.07000732421875
2020-07-01,215.9499969482422,237.5500030517578
2020-07-02,223.60000610351562,233.4199981689453
2020-07-06,240.0,240.27999877929688
2020-07-07,236.50999450683594,240.86000061035156
2020-07-08,257.67999267578125,243.5800018310547
2020-07-09,261.5799865722656,244.5
2020-07-10,261.010009765625,245.07000732421875
2020-07-13,251.6699981689453,239.0
2020-07-14,248.5800018310547,239.72999572753906
